Rating,Title,Review_text,Sentiment
7.0,"The moment I saw the first part on TV, I regretted not watching it on big screen as it was a perfect blend of comedy and horror, but alas, nothing could be done except...waiting for part 2!

When I got to know that Stree 2 was hitting theaters, I was very excited and knew that I wouldn't miss it, so I went on the first day itself.

But as Bollywood have a record of destroying sequels, I was worried that by watching this, I don't lose interest in this genre and the Stree universe. But I was wrong.

Stree 2 felt like it was literally the continuation of part 1, like nothing changed, or, I may say, it got elevated, the tone, the humour, and the hilarious one-liners remained as fun as it were earlier, the horror part felt more spooky; and there were few jump scares, which I personally enjoyed. Songs were not so enjoyable but it won't hinder the experience.

The post-credit scene(s) made sure we looked forward for the next bomb.

The acting needs no review, Rao, Pankaj Tripathi, and the gang were perfect, along with some exciting cameos thrown multiple times, which increased the excitement for upcoming projects.

Shraddha Kapoor's screen time felt a little less but I believe the character was portrayed as a mystery so it may be the reason for it, but though for less time, her presence adds a lot of charm (and action too!).

Go watch to get a good and needed change from the common recent Bollywood masses.","The moment I saw the first part on TV, I regretted not watching it on big screen as it was a perfect blend of comedy and horror, but alas, nothing could be done except...waiting for part 2!

When I got to know that Stree 2 was hitting theaters, I was very excited and knew that I wouldn't miss it, so I went on the first day itself.

But as Bollywood have a record of destroying sequels, I was worried that by watching this, I don't lose interest in this genre and the Stree universe. But I was wrong.

Stree 2 felt like it was literally the continuation of part 1, like nothing changed, or, I may say, it got elevated, the tone, the humour, and the hilarious one-liners remained as fun as it were earlier, the horror part felt more spooky; and there were few jump scares, which I personally enjoyed. Songs were not so enjoyable but it won't hinder the experience.

The post-credit scene(s) made sure we looked forward for the next bomb.

The acting needs no review, Rao, Pankaj Tripathi, and the gang were perfect, along with some exciting cameos thrown multiple times, which increased the excitement for upcoming projects.

Shraddha Kapoor's screen time felt a little less but I believe the character was portrayed as a mystery so it may be the reason for it, but though for less time, her presence adds a lot of charm (and action too!).

Go watch to get a good and needed change from the common recent Bollywood masses.",1
3.0,"The movie was overhyped because of its prequel. There's literally nothing original. The dialogues, the double meaning jokes, the horror shots and even the ""soft kitty"" lullaby from ""The Big Bang Theory"" got changed to ""Soft Chitti"". Are you kidding me?

The director must have been high on some substance before directing this script. I mean my mother, who enjoys comedy was bored the whole time (you can leave me aside because my expectations have gone up because of Hollywood and Anime scripts). But seriously, if you bore some hardcore Bollywood fans, you must have really messed it up.

Apart from Pankaj Tripathi's and Abhishek Banerjee's comic timings, not a single actor could do as well as they should have. The stars in my ratings are because of the above mentioned actors and nothing.","The movie was overhyped because of its prequel. There's literally nothing original. The dialogues, the double meaning jokes, the horror shots and even the ""soft kitty"" lullaby from ""The Big Bang Theory"" got changed to ""Soft Chitti"". Are you kidding me?

The director must have been high on some substance before directing this script. I mean my mother, who enjoys comedy was bored the whole time (you can leave me aside because my expectations have gone up because of Hollywood and Anime scripts). But seriously, if you bore some hardcore Bollywood fans, you must have really messed it up.

Apart from Pankaj Tripathi's and Abhishek Banerjee's comic timings, not a single actor could do as well as they should have. The stars in my ratings are because of the above mentioned actors and nothing.",0
8.0,So if you're searching for something comedy and less horrer then this movie is for you full of Cameo Cameo will surprise you I didn't except that in this movie the starting to ending they will make you sit in chair and force to complete this movie movie is full of entertainment and comedy where horrer elements thriier and many more elements are added and which make this movie one step ahead of you watching alone and if you want to entertainment then go and watch it it's worth your time diffently this movie is great family friendly focus on some important points actors pure talented actor's in this movie.,So if you're searching for something comedy and less horrer then this movie is for you full of Cameo Cameo will surprise you I didn't except that in this movie the starting to ending they will make you sit in chair and force to complete this movie movie is full of entertainment and comedy where horrer elements thriier and many more elements are added and which make this movie one step ahead of you watching alone and if you want to entertainment then go and watch it it's worth your time diffently this movie is great family friendly focus on some important points actors pure talented actor's in this movie.,1
7.0,"India's first horror-comedy universe, and their best story line (Stree) continues to give the fun in its sequel, like the first one. The entire 'boys' group has been capable of giving us all the comedy-fun moments, even more than the last one. Shraddha's presence is the screen definately takes the spotlight everytime she has smiled. Rajkumar & Sharddha's pair looks so refreshing & comforting, even after years they have appeared together. Guest appearences made sure, the Stree-led universe is going to expand for more fun and horror stuff.

Considering the fact that the stories are inspired by folklores, story of this movie was convincing as well. We edited, and they did good job with VFX/ graphics works (given a major portion of the movie was dependent on it). Songs are too good, sets the mood just right.

Overall a fun ride for you to go with your friends & family 🙂❤","India's first horror-comedy universe, and their best story line (Stree) continues to give the fun in its sequel, like the first one. The entire 'boys' group has been capable of giving us all the comedy-fun moments, even more than the last one. Shraddha's presence is the screen definately takes the spotlight everytime she has smiled. Rajkumar & Sharddha's pair looks so refreshing & comforting, even after years they have appeared together. Guest appearences made sure, the Stree-led universe is going to expand for more fun and horror stuff.

Considering the fact that the stories are inspired by folklores, story of this movie was convincing as well. We edited, and they did good job with VFX/ graphics works (given a major portion of the movie was dependent on it). Songs are too good, sets the mood just right.

Overall a fun ride for you to go with your friends & family 🙂❤",1
1.0,"""Stree 2"" is a colossal disappointment and a glaring example of how not to make a sequel. What was supposed to be a continuation of a beloved story instead feels like a lazy cash grab, devoid of any creativity or effort.

The plot is an absolute mess, as if the writers threw together random ideas without any coherence or care. There's no suspense, no horror, and the comedy is so forced that it's more cringe-inducing than funny. The film utterly fails to recapture the magic of the original, making the entire experience frustrating to watch.

The characters, who once had depth and charm, are reduced to hollow shells. It's painful to see talented actors wasting their skills on such poorly written roles. The new characters are forgettable at best and irritating at worst, adding nothing but noise to an already chaotic script.

Pacing? Nonexistent. The movie drags on endlessly, testing the audience's patience with every passing minute. By the time it limps to its uninspired conclusion, you'll be relieved that it's finally over. The so-called ""climax"" is laughably bad and utterly devoid of any tension or payoff.

""Stree 2"" is a shameless attempt to capitalize on the success of its predecessor without putting in any of the work that made the first film a success. It's a slap in the face to fans who expected even a fraction of the quality of the original. If you value your time and your memory of ""Stree,"" do yourself a favor and skip this disastrous sequel.","""Stree 2"" is a colossal disappointment and a glaring example of how not to make a sequel. What was supposed to be a continuation of a beloved story instead feels like a lazy cash grab, devoid of any creativity or effort.

The plot is an absolute mess, as if the writers threw together random ideas without any coherence or care. There's no suspense, no horror, and the comedy is so forced that it's more cringe-inducing than funny. The film utterly fails to recapture the magic of the original, making the entire experience frustrating to watch.

The characters, who once had depth and charm, are reduced to hollow shells. It's painful to see talented actors wasting their skills on such poorly written roles. The new characters are forgettable at best and irritating at worst, adding nothing but noise to an already chaotic script.

Pacing? Nonexistent. The movie drags on endlessly, testing the audience's patience with every passing minute. By the time it limps to its uninspired conclusion, you'll be relieved that it's finally over. The so-called ""climax"" is laughably bad and utterly devoid of any tension or payoff.

""Stree 2"" is a shameless attempt to capitalize on the success of its predecessor without putting in any of the work that made the first film a success. It's a slap in the face to fans who expected even a fraction of the quality of the original. If you value your time and your memory of ""Stree,"" do yourself a favor and skip this disastrous sequel.",0
10.0,"Watching 'Stree 2' was an absolute delight! The film masterfully continues the legacy of its predecessor, introducing fresh narratives while retaining the charm that made the original a hit. The character development is commendable, with each individual having a distinct arc that adds depth to the story. The blend of horror and comedy is seamless, ensuring the audience is constantly engaged. The set designs and costumes authentically represent the cultural backdrop, adding richness to the visual experience. The soundtrack is both haunting and melodious, enhancing the overall mood. 'Stree 2' is a shining example of innovative filmmaking in the Indian cinema landscape.

'","Watching 'Stree 2' was an absolute delight! The film masterfully continues the legacy of its predecessor, introducing fresh narratives while retaining the charm that made the original a hit. The character development is commendable, with each individual having a distinct arc that adds depth to the story. The blend of horror and comedy is seamless, ensuring the audience is constantly engaged. The set designs and costumes authentically represent the cultural backdrop, adding richness to the visual experience. The soundtrack is both haunting and melodious, enhancing the overall mood. 'Stree 2' is a shining example of innovative filmmaking in the Indian cinema landscape.

'",1
6.0,"This is a good movie in the horror-comedy space. It's previous installment was much subtle and more nuanced in terms of message delivery. However, Stree 2 seems to go over the top in showing horror. It goes all out in showing jumpscares and VFX-generated ghost scenes.

The most surprising is that after a point, the audience in the theatre stops giving a damn about the jumpscares and starts ignoring them. There is a famous saying that do not make a person so scared that they lose the ability to be frightened. This film falls short of its expectations in terms of the storyline; however, I would like to appreciate the special effects used in this film. Will I watch it again? Hell no! Should you watch it once? Meh!","This is a good movie in the horror-comedy space. It's previous installment was much subtle and more nuanced in terms of message delivery. However, Stree 2 seems to go over the top in showing horror. It goes all out in showing jumpscares and VFX-generated ghost scenes.

The most surprising is that after a point, the audience in the theatre stops giving a damn about the jumpscares and starts ignoring them. There is a famous saying that do not make a person so scared that they lose the ability to be frightened. This film falls short of its expectations in terms of the storyline; however, I would like to appreciate the special effects used in this film. Will I watch it again? Hell no! Should you watch it once? Meh!",1
9.0,"Stree 2 successfully dodges the common pitfalls of sequels, delivering a thoroughly entertaining experience that feels both fresh and familiar. While the storyline mirrors the original, it doesn't come across as stale. The first half is packed with wit and humor, offering plenty of laugh-out-loud moments. Though the second half loses a bit of that momentum, it still manages to keep the audience engaged.

One of the standout aspects of Stree 2 is how Maddock Films continues to expand its horror-comedy universe. The integration of different elements within this universe is seamless and clever, making the cameos both entertaining and meaningful without feeling forced.

The performances are a highlight, with Rajkummar Rao and Abhishek Banerjee stealing the show. Rajkummar's endearing, lovestruck expressions add a layer of charm to his character, making his infatuation with Shraddha Kapoor's character both amusing and believable. Abhishek Banerjee continues his excellent work from the first film, bringing his unique brand of madness to the screen. While Aparshakti Khurana has a smaller role, he delivers a decent performance, and Pankaj Tripathi is, as always, a delight with his wisecracks and endearing affection for Shama. Shraddha Kapoor, though given limited dialogue, impresses with her action sequences and expressive acting. Her ""mass entry"" is definitely something to watch out for. Tamannah Bhatia's cameo, complete with a dance number, adds to the film's charm.

On the downside, the horror elements are a bit underwhelming. If you're expecting spine-chilling scares, you might be disappointed. The film creates tension with the introduction of 'Sar-kata', but it doesn't deliver enough jump scares to satisfy horror enthusiasts. Stree 2 leans more towards comedy with a folklore backdrop, and while it won't make your skin crawl, it will certainly make you laugh-a goal it achieves exceptionally well.

Overall, Stree 2 avoids the trap many Hindi film sequels fall into, where the reunion of cast and crew feels like a cash grab. This film is genuinely entertaining, fun, and leaves us eagerly anticipating the next chapter in Maddock Films' expanding horror-comedy universe.","Stree 2 successfully dodges the common pitfalls of sequels, delivering a thoroughly entertaining experience that feels both fresh and familiar. While the storyline mirrors the original, it doesn't come across as stale. The first half is packed with wit and humor, offering plenty of laugh-out-loud moments. Though the second half loses a bit of that momentum, it still manages to keep the audience engaged.

One of the standout aspects of Stree 2 is how Maddock Films continues to expand its horror-comedy universe. The integration of different elements within this universe is seamless and clever, making the cameos both entertaining and meaningful without feeling forced.

The performances are a highlight, with Rajkummar Rao and Abhishek Banerjee stealing the show. Rajkummar's endearing, lovestruck expressions add a layer of charm to his character, making his infatuation with Shraddha Kapoor's character both amusing and believable. Abhishek Banerjee continues his excellent work from the first film, bringing his unique brand of madness to the screen. While Aparshakti Khurana has a smaller role, he delivers a decent performance, and Pankaj Tripathi is, as always, a delight with his wisecracks and endearing affection for Shama. Shraddha Kapoor, though given limited dialogue, impresses with her action sequences and expressive acting. Her ""mass entry"" is definitely something to watch out for. Tamannah Bhatia's cameo, complete with a dance number, adds to the film's charm.

On the downside, the horror elements are a bit underwhelming. If you're expecting spine-chilling scares, you might be disappointed. The film creates tension with the introduction of 'Sar-kata', but it doesn't deliver enough jump scares to satisfy horror enthusiasts. Stree 2 leans more towards comedy with a folklore backdrop, and while it won't make your skin crawl, it will certainly make you laugh-a goal it achieves exceptionally well.

Overall, Stree 2 avoids the trap many Hindi film sequels fall into, where the reunion of cast and crew feels like a cash grab. This film is genuinely entertaining, fun, and leaves us eagerly anticipating the next chapter in Maddock Films' expanding horror-comedy universe.",1
7.0,"If you want to enjoy and have a good time then this movie will do tye part. All actors have performed well woth what has been given. I particularly liked an underdog Abhishek banerjee who makes you laugh everytime he appears with his puppy dog look. He makes every scene come alive with his reactions.

An interesting thing is on Google homepage they have asked a poll on who is the best performer in stree 2. Strange part is they have counted askshay kumar. Who appeared for only 1 scene and left out Akash banerjee out of poll. Height of ignorance and celebrity worship.

All 4 male actors and shraddha kapoor have done justice. Rest are cameos and should be left at that.","If you want to enjoy and have a good time then this movie will do tye part. All actors have performed well woth what has been given. I particularly liked an underdog Abhishek banerjee who makes you laugh everytime he appears with his puppy dog look. He makes every scene come alive with his reactions.

An interesting thing is on Google homepage they have asked a poll on who is the best performer in stree 2. Strange part is they have counted askshay kumar. Who appeared for only 1 scene and left out Akash banerjee out of poll. Height of ignorance and celebrity worship.

All 4 male actors and shraddha kapoor have done justice. Rest are cameos and should be left at that.",1
8.0,"Amar Kaushik has slowly developed this universe, you may call it HORROR+COMEDY.. but what makes this universe special is this is HORROR+COMEDY+SOCIAL , be it ..the first stree , or bhediya or this one , where the satires on patriarchy are so dominant but still light hearted. He has excelled it without reaching the level of preachiness.

The combo of 4 ,if I may say will be in the ranks of if not more 3 idiots or dil chahta hey or JNMD . Pankaj Tripathy and Raj kumar Rao got so many funny one liners that you can't help but laugh out loud. Aparshakti and Abhishekh shine . The concepts has not been diluted and the 2nd part has not taken the liberty of first being a great success which is a good thing. A surprising little cameo of Akshaya has opened up the 3rd's possibility as well, a bit skeptical on that one but I hope The avengers of Chanderi will bring the end game soon :).","Amar Kaushik has slowly developed this universe, you may call it HORROR+COMEDY.. but what makes this universe special is this is HORROR+COMEDY+SOCIAL , be it ..the first stree , or bhediya or this one , where the satires on patriarchy are so dominant but still light hearted. He has excelled it without reaching the level of preachiness.

The combo of 4 ,if I may say will be in the ranks of if not more 3 idiots or dil chahta hey or JNMD . Pankaj Tripathy and Raj kumar Rao got so many funny one liners that you can't help but laugh out loud. Aparshakti and Abhishekh shine . The concepts has not been diluted and the 2nd part has not taken the liberty of first being a great success which is a good thing. A surprising little cameo of Akshaya has opened up the 3rd's possibility as well, a bit skeptical on that one but I hope The avengers of Chanderi will bring the end game soon :).",1
7.0,"Stree 2 didn't quite live up to my expectations. While the original Stree had a fresh blend of horror and comedy, this sequel felt like it was trying too hard to replicate that magic. The humor was a bit forced, and the scares didn't pack the same punch. The storyline seemed stretched, lacking the tightness and originality that made the first one stand out. The characters had their moments, but overall, the plot felt predictable, and the charm of the first movie seemed to get lost in the attempt to outdo it. It was still watchable, but not as engaging or impactful as I'd hoped.

The post credit scenes have still hooked me up for the third part !","Stree 2 didn't quite live up to my expectations. While the original Stree had a fresh blend of horror and comedy, this sequel felt like it was trying too hard to replicate that magic. The humor was a bit forced, and the scares didn't pack the same punch. The storyline seemed stretched, lacking the tightness and originality that made the first one stand out. The characters had their moments, but overall, the plot felt predictable, and the charm of the first movie seemed to get lost in the attempt to outdo it. It was still watchable, but not as engaging or impactful as I'd hoped.

The post credit scenes have still hooked me up for the third part !",1
1.0,"After watching Stree (2018), I had high hopes for this movie. This movie just came out to be an amalgamation of countless movies and TV shows. You'll easily notice references from The Big Bang Theory, Stranger Things, and even the Twilight. The first 20 minutes of the movie seems watchable, but the rest of it is just torture to the audience. Trash story, screenplay and virtual effects, nothing got me excited in this whole 2 and a half hours. I really don't understand how this movie can still have an iMDB rating of 7.6 (as of now), it deserves a score around 4 or 4.5 just for the acting of Rajkumar Rao and Pankaj Tripathi. Nothing else will justify your time watching this movie. Total disappointment!","After watching Stree (2018), I had high hopes for this movie. This movie just came out to be an amalgamation of countless movies and TV shows. You'll easily notice references from The Big Bang Theory, Stranger Things, and even the Twilight. The first 20 minutes of the movie seems watchable, but the rest of it is just torture to the audience. Trash story, screenplay and virtual effects, nothing got me excited in this whole 2 and a half hours. I really don't understand how this movie can still have an iMDB rating of 7.6 (as of now), it deserves a score around 4 or 4.5 just for the acting of Rajkumar Rao and Pankaj Tripathi. Nothing else will justify your time watching this movie. Total disappointment!",0
8.0,"After a long wait of nearly six years, Stree 2, the much-anticipated sequel to the 2018 horror-comedy Stree, has finally arrived in theaters, and it does not disappoint. The makers have successfully recaptured the magic of the original, blending humor and horror in the perfect ratio to deliver a thrilling and highly entertaining film. With its stellar performances, engaging story, and top-notch technical execution, the film sets a high standard for future installments in what promises to be an exciting cinematic franchise.

Niren Bhatt's story is the backbone of Stree 2, and he skillfully takes the tale of Stree forward. The narrative is well-constructed, filled with ample doses of comedy and unexpected twists that keep the audience hooked. Niren Bhatt's tight screenplay is one of the film's highlights, a clever blend of witty dialogues, humorous punchlines, and engaging character interactions. Amar Kaushik returns to direct the sequel and his direction is sharper & more confident this time. He skillfully blends elements of horror and comedy, a genre mix that's notoriously tricky to pull off. Kaushik ensures that the horror sequences have genuine chills, while the comedic moments land perfectly, often in the same breath.

Stree 2 runs for 149 minutes, and every second is packed with entertainment. Once again, the musical duo Sachin-Jigar has delivered chartbuster tracks. The songs are catchy. Justin Varghese's background score is apt for the genre, enhancing the suspenseful and spooky atmosphere. On the technical front, Digital Domain's VFX work is world-class, making the supernatural elements feel convincing and impactful. Hemanti Sarkar's editing ensures the film remains crisp, with no dull moments dragging the pace.

Rajkummar Rao reprises his role and the performance is once again the heart of the film, making his character both endearing and hilarious. Shraddha Kapoor with her effortless charm, seamlessly blends mystery with a hint of mischief. Pankaj Tripathi is a scene-stealer with his impeccable comic timing and witty one-liners. Aparshakti Khurana shines, especially in the first half, bringing his unique style of humor to the table. Abhishek Banerjee continues to excel in his role. The cameos by Akshay Kumar and Varun Dhawan are delightful surprises that hint at an exciting future for this developing ""monsterverse.""

For those eagerly waiting, be sure to stay until the end-there's not only a post-credits teaser but also two songs before the final credits roll. The monsterverse is just getting started, and if this sequel is any indication, we're in for a thrilling ride ahead.

Direction 4.5/5 Acting 4/5 Dialogues 4/5 Editing 3.5/5 Screenplay 4/5.","After a long wait of nearly six years, Stree 2, the much-anticipated sequel to the 2018 horror-comedy Stree, has finally arrived in theaters, and it does not disappoint. The makers have successfully recaptured the magic of the original, blending humor and horror in the perfect ratio to deliver a thrilling and highly entertaining film. With its stellar performances, engaging story, and top-notch technical execution, the film sets a high standard for future installments in what promises to be an exciting cinematic franchise.

Niren Bhatt's story is the backbone of Stree 2, and he skillfully takes the tale of Stree forward. The narrative is well-constructed, filled with ample doses of comedy and unexpected twists that keep the audience hooked. Niren Bhatt's tight screenplay is one of the film's highlights, a clever blend of witty dialogues, humorous punchlines, and engaging character interactions. Amar Kaushik returns to direct the sequel and his direction is sharper & more confident this time. He skillfully blends elements of horror and comedy, a genre mix that's notoriously tricky to pull off. Kaushik ensures that the horror sequences have genuine chills, while the comedic moments land perfectly, often in the same breath.

Stree 2 runs for 149 minutes, and every second is packed with entertainment. Once again, the musical duo Sachin-Jigar has delivered chartbuster tracks. The songs are catchy. Justin Varghese's background score is apt for the genre, enhancing the suspenseful and spooky atmosphere. On the technical front, Digital Domain's VFX work is world-class, making the supernatural elements feel convincing and impactful. Hemanti Sarkar's editing ensures the film remains crisp, with no dull moments dragging the pace.

Rajkummar Rao reprises his role and the performance is once again the heart of the film, making his character both endearing and hilarious. Shraddha Kapoor with her effortless charm, seamlessly blends mystery with a hint of mischief. Pankaj Tripathi is a scene-stealer with his impeccable comic timing and witty one-liners. Aparshakti Khurana shines, especially in the first half, bringing his unique style of humor to the table. Abhishek Banerjee continues to excel in his role. The cameos by Akshay Kumar and Varun Dhawan are delightful surprises that hint at an exciting future for this developing ""monsterverse.""

For those eagerly waiting, be sure to stay until the end-there's not only a post-credits teaser but also two songs before the final credits roll. The monsterverse is just getting started, and if this sequel is any indication, we're in for a thrilling ride ahead.

Direction 4.5/5 Acting 4/5 Dialogues 4/5 Editing 3.5/5 Screenplay 4/5.",1
8.0,"After all plots are exhausted and there is nothing new in formula based movie domain, there comes a refreshing take on family entertainment.

Now this is a horror movie that is thoroughly entertaining and you can take your kids to watch.

Technically there might be flaws, but it sure is a great entertainer which to me, it's a job done well.

Actors are convincing, Pankaj Tripathi is great as ever. Rajkumar is a great actor and has done great justice to his role. Shraddha Kapoor has a great presence and the story is convincing. Though I personally believe that creating a ghost who also is an MCP was unnecessary, kind of forced feminist angle in the story line, and to reach to the very last scene, one has to go through two full item songs and credits. (Probably an easter egg for the patient viewers)","After all plots are exhausted and there is nothing new in formula based movie domain, there comes a refreshing take on family entertainment.

Now this is a horror movie that is thoroughly entertaining and you can take your kids to watch.

Technically there might be flaws, but it sure is a great entertainer which to me, it's a job done well.

Actors are convincing, Pankaj Tripathi is great as ever. Rajkumar is a great actor and has done great justice to his role. Shraddha Kapoor has a great presence and the story is convincing. Though I personally believe that creating a ghost who also is an MCP was unnecessary, kind of forced feminist angle in the story line, and to reach to the very last scene, one has to go through two full item songs and credits. (Probably an easter egg for the patient viewers)",1
6.0,"The premise is set where the first film ended, and with a great over-arching story and slipping in gender bias in culture and society in the mix. The idea is strong, on how Stree became, what caused her to be and how Chanderi is affected because of Stree's absence. The film gets going and arrives at the new situation pretty fast without wasting any frames, but losses steams 45-50 mins later and becomes a sore to sit through, listen and watch pretty easily.

An intriguing and comical plot ensues, a stretched shout-fest. With screeching sound from actor rather than letting actors work on the grounded and subtle fashion. Saving and enjoyable grace is the desi-pop references sprinkled all over the dialogues.

Also, a big miss is the word building, Chanderi is a character in its own way, and they completely removed it from the film. Instead of letting the town, its building and streets breathe and fill the frames in the background, the town is reduced to key inescapable moments and a reminder in few dialogues.","The premise is set where the first film ended, and with a great over-arching story and slipping in gender bias in culture and society in the mix. The idea is strong, on how Stree became, what caused her to be and how Chanderi is affected because of Stree's absence. The film gets going and arrives at the new situation pretty fast without wasting any frames, but losses steams 45-50 mins later and becomes a sore to sit through, listen and watch pretty easily.

An intriguing and comical plot ensues, a stretched shout-fest. With screeching sound from actor rather than letting actors work on the grounded and subtle fashion. Saving and enjoyable grace is the desi-pop references sprinkled all over the dialogues.

Also, a big miss is the word building, Chanderi is a character in its own way, and they completely removed it from the film. Instead of letting the town, its building and streets breathe and fill the frames in the background, the town is reduced to key inescapable moments and a reminder in few dialogues.",1
7.0,"Even though the underlying themes are not as prominent as the last time wherein the shrewd insinuations regarding women empowerment echoed in a clear manner, the sequel here still managed to offer effective humor and almost comicbook-inspired action, specifically in the climax.

Performances too have been top of the line, as was the case on previous occasions. The addition of Cameos (one expected and the other came across as a surprise) further enhanced my experience.

Having said that, I still missed the ingenious messaging of the first part, I wish there were something similar to cherish down here.","Even though the underlying themes are not as prominent as the last time wherein the shrewd insinuations regarding women empowerment echoed in a clear manner, the sequel here still managed to offer effective humor and almost comicbook-inspired action, specifically in the climax.

Performances too have been top of the line, as was the case on previous occasions. The addition of Cameos (one expected and the other came across as a surprise) further enhanced my experience.

Having said that, I still missed the ingenious messaging of the first part, I wish there were something similar to cherish down here.",1
9.0,"This film depicts a male ghost named Sarkata (translated as 'Headless') has the women of Chanderi in danger. Vicky and Bittu meet Rudra who reveals that Sarkata was chasing after Stree and was hunting all the women who left their houses late in the night. Bittu's girlfriend Chitti goes missing. The women of Chanderi ask Vicky and his friends to save them just like they saved the men of Chanderi the last time.

The script by #NirenBhatt and direction by #AmarKaushik is brilliant. He is true to his craft and his narrative style is simple and linear.

#JishnuBhattacharjee being the cinematographer steals the show.

#HemantiSarkar's editing is crispest to the core.

Music Director #SachinJigar (songs) & #JustinVarghese (score) has presented some superb chords to remember, targeting the mass audience, which is applaudable.

As per the performances are concerned, #RajkummarRao as Vicky was fantabulous with his impeccable comic timing.

#ShraddhaKapoor was good as the unnamed protagonist. #PankajTripathi as Rudra was superb as usual. #AbhishekBanerjee as Jana and #AparshaktiKhurana as Bittu have lent abled support. #AnyaSingh as Chitti was great too.

In other supporting roles, Atul Srivastava as Vicky's father, Mushtaq Khan as MLA, #SunitaRajwar as Jana's mother, Arvind Bilgaiyan as Jana's father, #BhoomiRajgor as Stree, #SunilKumar as Sarkata, Aakash Dabhade as Narendra, Simran Sharma as Mamata, Ajay Pal as postman, Mustaqueem Khan as Durga, Badriprasad Chavan as Lokesh, Vipasha Arvind as Anju Bhabhi, #TamannaahBhatia as Shama (special appearance), #VarunDhawan as Bhaskar urf Bhediya (special appearance), #AkshayKumar as Sarkata's descendant (special appearance), Amar Kaushik (cameo in the song ""Aaj Ki Raat"") were superb too in their parts.

Production by #MaddockFilms & #JioStudios, producers #DineshVijan & #JyotiDeshpande and distributors #PVRInoxPictures & #PenMarudhar have made a fantastic film.

Don't afford to miss this latest part of the ultimate horror-comedy hit franchise. Definitely a Must Watch.","This film depicts a male ghost named Sarkata (translated as 'Headless') has the women of Chanderi in danger. Vicky and Bittu meet Rudra who reveals that Sarkata was chasing after Stree and was hunting all the women who left their houses late in the night. Bittu's girlfriend Chitti goes missing. The women of Chanderi ask Vicky and his friends to save them just like they saved the men of Chanderi the last time.

The script by #NirenBhatt and direction by #AmarKaushik is brilliant. He is true to his craft and his narrative style is simple and linear.

#JishnuBhattacharjee being the cinematographer steals the show.

#HemantiSarkar's editing is crispest to the core.

Music Director #SachinJigar (songs) & #JustinVarghese (score) has presented some superb chords to remember, targeting the mass audience, which is applaudable.

As per the performances are concerned, #RajkummarRao as Vicky was fantabulous with his impeccable comic timing.

#ShraddhaKapoor was good as the unnamed protagonist. #PankajTripathi as Rudra was superb as usual. #AbhishekBanerjee as Jana and #AparshaktiKhurana as Bittu have lent abled support. #AnyaSingh as Chitti was great too.

In other supporting roles, Atul Srivastava as Vicky's father, Mushtaq Khan as MLA, #SunitaRajwar as Jana's mother, Arvind Bilgaiyan as Jana's father, #BhoomiRajgor as Stree, #SunilKumar as Sarkata, Aakash Dabhade as Narendra, Simran Sharma as Mamata, Ajay Pal as postman, Mustaqueem Khan as Durga, Badriprasad Chavan as Lokesh, Vipasha Arvind as Anju Bhabhi, #TamannaahBhatia as Shama (special appearance), #VarunDhawan as Bhaskar urf Bhediya (special appearance), #AkshayKumar as Sarkata's descendant (special appearance), Amar Kaushik (cameo in the song ""Aaj Ki Raat"") were superb too in their parts.

Production by #MaddockFilms & #JioStudios, producers #DineshVijan & #JyotiDeshpande and distributors #PVRInoxPictures & #PenMarudhar have made a fantastic film.

Don't afford to miss this latest part of the ultimate horror-comedy hit franchise. Definitely a Must Watch.",1
6.0,Yeahh!! I watched Stree 2 and it sadly not the sequel i wanted. It disappointed me when they Shown the main villain which is completely unacceptable as villain of the movie i can't even comprehend that it blows my mind in a sec. They can show a greater villain than that but the only thing they needed is to make movie which can be fitted in their universe so they can make more & more money. If you now watch stree 1 eventually it will make you feel afraid that's what I expected in stree 2 also but they couldn't handled it. But also there's some good point too in movie like cheesy song in the interval 😂 but apart from it. It is just decent Movie with crazy hype.,Yeahh!! I watched Stree 2 and it sadly not the sequel i wanted. It disappointed me when they Shown the main villain which is completely unacceptable as villain of the movie i can't even comprehend that it blows my mind in a sec. They can show a greater villain than that but the only thing they needed is to make movie which can be fitted in their universe so they can make more & more money. If you now watch stree 1 eventually it will make you feel afraid that's what I expected in stree 2 also but they couldn't handled it. But also there's some good point too in movie like cheesy song in the interval 😂 but apart from it. It is just decent Movie with crazy hype.,1
5.0,"Go and watch STREE 1 again.

One of the worst movies I have seen lately, even children who came to movie stopped scaring and laughing after sometime. You can imagine how was the dedication these guys have put in cinema. Watch it in OTT if you have so much of time.

Pathetic screenplay and cringe dialogues, sometimes you laugh and sometimes you feel worse thinking that why are you watching this movie. You will just wait the movie to end.

Acting wise everyone did a good job but if you have a weak story, then nobody can save a movie.

Don't waste your valuable time and money. Please go watch something else.","Go and watch STREE 1 again.

One of the worst movies I have seen lately, even children who came to movie stopped scaring and laughing after sometime. You can imagine how was the dedication these guys have put in cinema. Watch it in OTT if you have so much of time.

Pathetic screenplay and cringe dialogues, sometimes you laugh and sometimes you feel worse thinking that why are you watching this movie. You will just wait the movie to end.

Acting wise everyone did a good job but if you have a weak story, then nobody can save a movie.

Don't waste your valuable time and money. Please go watch something else.",0
